price,currency,country,iso,source,city,yr,property_type,area_m2,detail
1402466.0,,Pakistan,,pk_open_data,,,,,property_id
1418706.0,,Pakistan,,pk_open_data,,,,,property_id
1425602.0,,Pakistan,,pk_open_data,,,,,property_id
1586658.0,,Pakistan,,pk_open_data,,,,,property_id
1623818.0,,Pakistan,,pk_open_data,,,,,property_id
1665024.0,,Pakistan,,pk_open_data,,,,,property_id
1879795.0,,Pakistan,,pk_open_data,,,,,property_id
1879796.0,,Pakistan,,pk_open_data,,,,,property_id
1947817.0,,Pakistan,,pk_open_data,,,,,property_id
2230469.0,,Pakistan,,pk_open_data,,,,,property_id
2234957.0,,Pakistan,,pk_open_data,,,,,property_id
2384979.0,,Pakistan,,pk_open_data,,,,,property_id
2642166.0,,Pakistan,,pk_open_data,,,,,property_id
2642249.0,,Pakistan,,pk_open_data,,,,,property_id
2651838.0,,Pakistan,,pk_open_data,,,,,property_id
2682075.0,,Pakistan,,pk_open_data,,,,,property_id
2771097.0,,Pakistan,,pk_open_data,,,,,property_id
2842741.0,,Pakistan,,pk_open_data,,,,,property_id
2873584.0,,Pakistan,,pk_open_data,,,,,property_id
2883507.0,,Pakistan,,pk_open_data,,,,,property_id
3098002.0,,Pakistan,,pk_open_data,,,,,property_id
3101600.0,,Pakistan,,pk_open_data,,,,,property_id
3166573.0,,Pakistan,,pk_open_data,,,,,property_id
3285142.0,,Pakistan,,pk_open_data,,,,,property_id
3310804.0,,Pakistan,,pk_open_data,,,,,property_id
3371338.0,,Pakistan,,pk_open_data,,,,,property_id
3626467.0,,Pakistan,,pk_open_data,,,,,property_id
858689.0,,Pakistan,,pk_open_data,,,,,property_id
877435.0,,Pakistan,,pk_open_data,,,,,property_id
981663.0,,Pakistan,,pk_open_data,,,,,property_id
1838236.0,,Pakistan,,pk_open_data,,,,,property_id
1871937.0,,Pakistan,,pk_open_data,,,,,property_id
1923026.0,,Pakistan,,pk_open_data,,,,,property_id
2040534.0,,Pakistan,,pk_open_data,,,,,property_id
2922894.0,,Pakistan,,pk_open_data,,,,,property_id
3191268.0,,Pakistan,,pk_open_data,,,,,property_id
3347676.0,,Pakistan,,pk_open_data,,,,,property_id
3349054.0,,Pakistan,,pk_open_data,,,,,property_id
3577153.0,,Pakistan,,pk_open_data,,,,,property_id
347795.0,,Pakistan,,pk_open_data,,,,,property_id
482892.0,,Pakistan,,pk_open_data,,,,,property_id
555962.0,,Pakistan,,pk_open_data,,,,,property_id
562843.0,,Pakistan,,pk_open_data,,,,,property_id
686990.0,,Pakistan,,pk_open_data,,,,,property_id
785289.0,,Pakistan,,pk_open_data,,,,,property_id
891543.0,,Pakistan,,pk_open_data,,,,,property_id
983065.0,,Pakistan,,pk_open_data,,,,,property_id
983066.0,,Pakistan,,pk_open_data,,,,,property_id
983075.0,,Pakistan,,pk_open_data,,,,,property_id
1286643.0,,Pakistan,,pk_open_data,,,,,property_id
1402784.0,,Pakistan,,pk_open_data,,,,,property_id
1606710.0,,Pakistan,,pk_open_data,,,,,property_id
1646880.0,,Pakistan,,pk_open_data,,,,,property_id
1794392.0,,Pakistan,,pk_open_data,,,,,property_id
1861954.0,,Pakistan,,pk_open_data,,,,,property_id
1871116.0,,Pakistan,,pk_open_data,,,,,property_id
1997947.0,,Pakistan,,pk_open_data,,,,,property_id
2052081.0,,Pakistan,,pk_open_data,,,,,property_id
2146098.0,,Pakistan,,pk_open_data,,,,,property_id
2311887.0,,Pakistan,,pk_open_data,,,,,property_id
2379549.0,,Pakistan,,pk_open_data,,,,,property_id
2439750.0,,Pakistan,,pk_open_data,,,,,property_id
2439775.0,,Pakistan,,pk_open_data,,,,,property_id
2439785.0,,Pakistan,,pk_open_data,,,,,property_id
2439790.0,,Pakistan,,pk_open_data,,,,,property_id
2471472.0,,Pakistan,,pk_open_data,,,,,property_id
2471478.0,,Pakistan,,pk_open_data,,,,,property_id
2510609.0,,Pakistan,,pk_open_data,,,,,property_id
2510625.0,,Pakistan,,pk_open_data,,,,,property_id
2510674.0,,Pakistan,,pk_open_data,,,,,property_id
2747251.0,,Pakistan,,pk_open_data,,,,,property_id
2794766.0,,Pakistan,,pk_open_data,,,,,property_id
2801879.0,,Pakistan,,pk_open_data,,,,,property_id
2821111.0,,Pakistan,,pk_open_data,,,,,property_id
2913869.0,,Pakistan,,pk_open_data,,,,,property_id
3051476.0,,Pakistan,,pk_open_data,,,,,property_id
3217881.0,,Pakistan,,pk_open_data,,,,,property_id
3222456.0,,Pakistan,,pk_open_data,,,,,property_id
3242351.0,,Pakistan,,pk_open_data,,,,,property_id
3277952.0,,Pakistan,,pk_open_data,,,,,property_id
3292607.0,,Pakistan,,pk_open_data,,,,,property_id
3341826.0,,Pakistan,,pk_open_data,,,,,property_id
3442797.0,,Pakistan,,pk_open_data,,,,,property_id
3463063.0,,Pakistan,,pk_open_data,,,,,property_id
3507838.0,,Pakistan,,pk_open_data,,,,,property_id
3541183.0,,Pakistan,,pk_open_data,,,,,property_id
1422699.0,,Pakistan,,pk_open_data,,,,,property_id
2502517.0,,Pakistan,,pk_open_data,,,,,property_id
2799588.0,,Pakistan,,pk_open_data,,,,,property_id
3130278.0,,Pakistan,,pk_open_data,,,,,property_id
425947.0,,Pakistan,,pk_open_data,,,,,property_id
487921.0,,Pakistan,,pk_open_data,,,,,property_id
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
